vin,craigslist_id,used_cars_id,year,manufacturer_cr,manufacturer_uc,model_cr,model_uc,price_cr,price_uc,mileage_cr,mileage_uc,warnings,warning_details,label
1C4RDJDGXKC691564,7316805155,275226444,2019.0,Dodge,Dodge,Durango Gt Plus,Durango,31995,30995.0,34524.0,33950.0,0,,1
1C4RDJEG3HC937796,7316670732,277298636,2017.0,Dodge,Dodge,Durango,Durango,27997,28990.0,80151.0,80082.0,0,,1
1C4RJEAG2CC119846,7316794862,281460514,2012.0,Jeep,Jeep,Grand Cherokee Laredo,Grand Cherokee,12900,13900.0,128338.0,,0,,1
1C4RJEAG5FC727624,7316312197,275966718,2015.0,Jeep,Jeep,Grand Cherokee Laredo,Grand Cherokee,17375,15996.0,90889.0,86738.0,0,,1
1C4RJEAG7LC181422,7302015177,272443897,2020.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,25750,27688.0,6076.0,6076.0,0,,1
1C4RJEBM5EC382551,7311306552,276139687,2014.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,17900,17900.0,95862.0,95862.0,0,,1
1C4RJECG2EC465847,7309761009,260588468,2014.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,17490,18900.0,98770.0,98770.0,0,,1
1C4RJFAG0EC526458,7316216166,273244658,2014.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,14990,14990.0,95720.0,95720.0,0,,1
1C4RJFAG0JC225604,7313260595,275330119,2018.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,24995,23995.0,90372.0,90372.0,0,,1
1C4RJFAG0LC425434,7309191843,280882133,2020.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,39952,38452.0,6409.0,1.0,0,,1
1C4RJFAG1DC566675,7316247705,278118448,2013.0,Jeep,Jeep,Grand Cherokee Laredo 4Wd,Grand Cherokee,11999,12999.0,142246.0,141836.0,0,,1
1C4RJFAG2KC771533,7313737710,279226678,2019.0,Jeep,Jeep,Grand Cherokee Laredo Sport,Grand Cherokee,28590,30495.0,23600.0,21639.0,0,,1
1C4RJFAG3HC610410,7314467620,280208539,2017.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,26950,23950.0,58398.0,58398.0,0,,1
1C4RJFAG4KC607331,7311461925,279657407,2019.0,Jeep,Jeep,Grand Cherokee Laredo E,Grand Cherokee,31590,30899.0,12656.0,10922.0,0,,1
1C4RJFAG6CC353297,7315366618,259707714,2012.0,Jeep,Jeep,Grand+Cherokee,Grand Cherokee,0,9995.0,87244.0,87244.0,0,,1
1C4RJFAG6HC849370,7313436714,279732828,2017.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,23800,22900.0,34375.0,32726.0,0,,1
1C4RJFAT2DC592084,7313323544,277109053,2013.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,11900,11900.0,139524.0,139524.0,0,,1
1C4RJFBG0GC321661,7313821652,278523123,2016.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,19995,22479.0,77250.0,77250.0,0,,1
