vin,craigslist_id,used_cars_id
1C4NJRFB1FD106345,7314505730,278464403
1C4NJRFB5GD637260,7315243385,281655622
1C4NJRFBXDD253468,7309400626,263233503
1C4NJRFBXGD518295,7309486534,265261424
1C4PJLCB7EW249166,7313141834,281606508
1C4PJLDS8FW585568,7311275209,281008722
1C4PJLLB7LD500695,7315068200,280702640
1C4PJLLB8KD443874,7315411893,275845953
1C4PJMAB5EW125454,7308014947,263577697
1C4PJMABXGW191100,7315116442,278654313
1C4PJMAK1CW110804,7316757438,280633304
1C4PJMAK7CW139529,7315404734,281523234
1C4PJMBB7HW636635,7315474938,279087158
1C4PJMBS3GW155277,7316515219,279399904
1C4PJMBX4KD362261,7311150092,274050958
1C4PJMCB2EW200642,7316925232,280851649
1C4PJMCB8FW714996,7311800790,280108390
1C4PJMCB9GW130558,7314933793,278451836
1C4PJMCK8CW152500,7314070728,278698789
1C4PJMCS5GW104121,7302154257,274353300
1C4PJMCS8FW636381,7314818763,279986646
1C4PJMDN1KD123732,7315226211,275416502
1C4PJMDS7EW146687,7310714815,280834656
1C4PJMDS8FW682596,7315365785,263674919
1C4PJMJS9HW552334,7309187707,270526109
1C4PJMLB0KD367217,7310911979,233851370
1C4PJMLB8LD616977,7304252102,268610363
1C4PJMLN0KD156769,7316270197,279940713
1C4PJMLN8KD161640,7316696392,278204804
1C4RDHDG2LC116319,7304111628,272950678
1C4RDJAG2DC584631,7315503639,248841363
1C4RDJAG4FC851044,7316975429,277264042
1C4RDJAG5KC677026,7303598081,274157157
1C4RDJAG9DC575554,7314074781,279422733
1C4RDJAG9DC580026,7314733756,280769371
1C4RDJDG7KC744141,7313799617,277567933
1C4RDJDGXKC691564,7316805155,275226444
1C4RDJEG3HC937796,7316670732,277298636
1C4RJEAG2CC119846,7316794862,281460514
1C4RJEAG5FC727624,7316312197,275966718
1C4RJEAG7LC181422,7302015177,272443897
1C4RJEBM5EC382551,7311306552,276139687
1C4RJECG2EC465847,7309761009,260588468
1C4RJFAG0EC526458,7316216166,273244658
1C4RJFAG0JC225604,7313260595,275330119
1C4RJFAG0LC425434,7309191843,280882133
1C4RJFAG1DC566675,7316247705,278118448
1C4RJFAG2KC771533,7313737710,279226678
1C4RJFAG3HC610410,7314467620,280208539
1C4RJFAG4KC607331,7311461925,279657407
1C4RJFAG6CC353297,7315366618,259707714
1C4RJFAG6HC849370,7313436714,279732828
1C4RJFAT2DC592084,7313323544,277109053
1C4RJFBG0GC321661,7313821652,278523123
1C4RJFBG3JC418781,7316158566,235079477
1C4RJFBG4LC361476,7316877223,276138797
1C4RJFBG7EC492162,7305762677,274631416
1C4RJFBG7HC803013,7302921438,281464218
1C4RJFBG7LC217324,7310364259,259972318
1C4RJFBG8HC875922,7307956935,278781657
1C4RJFBM7GC300618,7313070250,281335829
1C4RJFBMXFC725300,7313345221,280827225
1C4RJFBT6CC103232,7302630293,277732747
1C4RJFCG1DC546973,7316237056,279862189
1C4RJFCG2LC331083,7304224601,274759434
1C4RJFCG9FC623351,7317020141,281382200
1C4RJFCT8EC472420,7314829194,281708623
1C4RJFJT5LC344345,7311065608,273865131
1C6HJTAG2LL130451,7311972775,280174420
1C6HJTAG2LL181352,7311619722,269518802
1C6HJTAG3LL206209,7308573838,280585676
1C6HJTFG1LL115643,7313493657,262545665
1C6HJTFG5LL170788,7306638056,279135722
1C6HJTFGXLL197534,7316726393,277737867
1C6JJTBG4LL197889,7310524492,281261227
1C6JJTBG5LL135577,7303064245,278937445
1C6JJTBG6LL197599,7311364882,276937072
1C6JJTBG8LL188645,7317016981,268146573
1C6JJTBG9LL139003,7316817559,251336023
1C6JJTEG0LL207233,7312891867,278780675
1C6JJTEG2LL207735,7308407681,277135010
1C6JJTEG5LL208197,7304803273,278768591
1C6RD7LTXCS317374,7311257669,280769369
1C6RR6FT3KS723454,7309980939,256531181
1C6RR6FT8LS128729,7313335837,269017668
1C6RR6FT9FS646580,7311309072,280729430
1C6RR6GT2GS163979,7302871027,281444356
1C6RR6GT7ES314411,7311895431,267073324
1C6RR6KG4HS524558,7308158688,280875681
1C6RR6KGXHS752306,7314374526,279813186
1C6RR6KM6KS750727,7312358385,261552286
1C6RR6KTXES160638,7315339311,281123944
1C6RR6PT3DS631844,7315605883,280802861
1C6RR6TT9KS661191,7313152579,280766992
1C6RR7FG3HS793330,7315611666,279089043
1C6RR7FG6HS621034,7313838052,281559465
1C6RR7FT2ES123924,7313644468,281654173
1C6RR7FT2GS285510,7311694334,279299527
1C6RR7GG2HS578102,7314771014,281427534
1C6RR7GT2DS610702,7312299056,280936806
1C6RR7JM0ES288192,7314325543,258572423
1C6RR7LG1HS540799,7314775023,279312283
1C6RR7LM0JS258116,7316304561,266957531
1C6RR7LT4KS527131,7307220616,280435505
1C6RR7LT5GS111256,7312290438,280495000
1C6RR7LT7DS559882,7306205455,274611334
1C6RR7LTXJS294810,7302709713,278764424
1C6RR7MT7GS171487,7316502280,276640961
1C6RR7NM8GS409001,7313442013,253115970
1C6RR7NT0ES110879,7316280408,281730062
1C6RR7NT7ES449395,7311946557,273291630
1C6RR7NT7FS758415,7310288929,277999210
1C6RR7TM8FS578243,7303840042,278277750
1C6RR7TT1LS100555,7312760470,278838697
1C6RR7TT2ES260284,7311344725,279846075
1C6RR7UT6ES166228,7303799544,281406174
1C6RR7XT5FS780328,7314692575,280468573
1C6RREDT4LN121479,7308836776,274658104
1C6RREDT7LN152306,7308268140,281372234
1C6RRFFG6LN285435,7311248413,266129936
1C6SRFDT2LN124596,7316973626,276776527
1C6SRFFT0KN593004,7316658875,215848226
1C6SRFFT1LN125591,7305233584,275164877
1C6SRFFT8KN555780,7315474311,278764456
1C6SRFFT8KN885659,7315649491,274855298
1C6SRFHT2LN395281,7315876325,279298594
1C6SRFJT4KN568713,7302709748,278453277
1C6SRFJT8LN410618,7311463814,280999238
1C6SRFJT8LN418914,7310291134,277860359
1C6SRFKT0KN627836,7306800115,280268160
1C6SRFKT2KN533697,7302722247,280966358
1C6SRFLT2LN353202,7313755013,274458939
1C6SRFRT4LN395605,7317022345,278634490
1D4PT4GK7BW589393,7315028919,278358567
1D4PT4GX6BW517631,7314766974,272206816
1D4PU4GK2BW529115,7316453497,154201855
1D4PU4GK7BW600065,7308788724,277061276
1D4RE3GG1BC693338,7305952358,281318459
1D7RV1GP3BS693323,7313640533,281653747
1D8HB48N57F541316,7313694025,276979411
1D8HB58N27F558435,7310409647,278990192
1D8HN44E69B512348,7310820709,276570621
1D8HN44H68B127705,7311378791,269000091
1D8HN54P68B170860,7315034133,257204817
1FA6P0HD9F5119048,7309973300,280100321
1FA6P8CF5L5136223,7315472435,281582763
1FA6P8CF7L5159227,7311269335,267730381
1FA6P8CF8F5385832,7316957204,280763473
1FA6P8CF8K5199377,7311345130,279554547
1FA6P8CF9L5130067,7304129529,280237642
1FA6P8CF9L5171928,7311284446,281039438
1FA6P8CFXK5102065,7311980362,281711671
1FA6P8CFXL5127288,7308700361,263763542
1FA6P8TD7L5153555,7316663576,276314039
1FA6P8TH0F5374650,7316971923,281387254
1FA6P8TH4J5118178,7315715818,281274997
1FA6P8TH4K5203748,7304587215,280517712
1FA6P8TH5F5347511,7316850346,279635404
1FA6P8TH5K5159503,7315044628,279110310
1FA6P8TH5K5168346,7312762661,275345256
1FA6P8TH6K5148221,7314878993,278675567
1FA6P8TH8G5223153,7304587197,279846721
1FA6P8TH9F5418385,7313076173,278803498
1FADP3E20GL289100,7316852848,258618952
1FADP3E24EL289923,7314275249,280020504
1FADP3E25GL212948,7310721932,258618866
1FADP3F20JL298241,7316234141,271093227
1FADP3F21GL297754,7304759167,262373706
1FADP3F21HL265405,7314376638,246969943
1FADP3F22DL194466,7306106655,279062518
1FADP3F24EL339881,7307278252,279929106
1FADP3F24EL442833,7315284220,277523749
1FADP3F24GL205021,7315044656,277037830
1FADP3F27DL343387,7314483033,274193521
1FADP3F28EL319102,7312875656,279750344
1FADP3F28HL264316,7305293522,277581703
1FADP3F28JL268338,7308203463,276838130
1FADP3F2XFL259678,7308923224,278207953
1FADP3F2XHL215635,7316257094,275690176
1FADP3H20HL235843,7316329954,280444394
1FADP3H21JL228731,7316334319,278625928
1FADP3J23FL362612,7316162240,281409578
1FADP3J24EL243904,7309534934,278274720
1FADP3J29GL258109,7312731710,281134612
1FADP3J29JL293899,7312015845,278854891
1FADP3K23EL156185,7313284083,279379271
1FADP3K23GL356454,7316162228,279381057
1FADP3K24EL301637,7312875790,278003539
1FADP3K24JL326290,7306686879,281093410
1FADP3K25EL150503,7311128082,280016965
1FADP3K27FL333645,7309830946,281007806
1FADP3K29GL338007,7305803502,264802169
1FADP3K29HL278540,7305720907,278506274
1FADP3L91DL167695,7310291652,280792703
1FADP3L91HL313406,7310930268,280160510
1FADP3R40DL284695,7310930385,238574641
1FADP5AU2DL512770,7316122355,276066435
1FADP5AU5FL106372,7310930449,280835433
1FADP5AU6DL504252,7314943079,279615971
1FADP5AU9EL504361,7315282480,278632254
1FADP5CU0GL111994,7309279828,277220222
1FADP5CU1GL104519,7309799240,277488308
1FADP5DU0HL113101,7309988157,278963219
1FADP5EU0HL101562,7315807603,281766956
1FADP5EU7HL107794,7309204776,279070404
1FAFP23106G112924,7315822846,265847496
1FAFP33P74W189223,7311431923,280838213
1FAFP34N65W306224,7307945357,266672119
1FAFP34N87W237989,7315054451,248052466
1FAFP34NX5W157204,7314823416,272080663
1FAFP52U73G244524,7313406819,269744580
1FAFP53U45A226941,7316337666,274455468
1FAFP55U71A194378,7305435075,277142229
1FAHP2D88EG158133,7315556356,281270653
1FAHP2D93HG112609,7303585375,279367231
1FAHP2E82GG118888,7315378679,267405775
1FAHP2E82HG105883,7307754912,271009556
1FAHP2E86FG148894,7307575801,281655732
1FAHP2E88GG122024,7307921866,271173725
1FAHP2E8XFG160837,7315535020,269542661
1FAHP2EW9CG135938,7310294302,279699465
1FAHP2F83JG102186,7309408791,269678671
1FAHP2J83GG112989,7313763418,275586796
1FAHP2J86HG128461,7315244582,279926726
1FAHP2M87DG177769,7303718249,281671843
1FAHP35N18W243979,7311835440,274064716
1FAHP35N68W258722,7315473107,258854014
1FAHP37N79W159132,7301722199,279100309
1FAHP3EN4AW166319,7309168545,279332885
1FAHP3F23CL309107,7311835338,273016812
1FAHP3F23CL432745,7313445167,274828587
1FAHP3F24CL466516,7308469359,279160365
1FAHP3F26CL105918,7311422684,271490247
1FAHP3F28CL277559,7304308282,276746756
1FAHP3FN1AW181620,7308778780,280625200
1FAHP3K29CL320635,7316731641,278416171
1FAHP3M22CL318786,7309146555,281529591
1FAHP3N26CL245162,7311432038,277751019
1FAHP60A02Y109143,7311987831,279967371
1FAHP60A22Y119088,7306350410,281734500
1FAHP60A72Y101153,7306405615,233836241
1FATP8FF8K5151893,7304429037,274072525
1FATP8UH2J5115510,7316223182,281199381
1FBNE31L16HA45724,7301594622,277303229
1FBSS3BL4CDB17321,7311668910,278212975
1FBVU4XG2JKA28719,7316396939,274629758
1FBZX2ZM6HKA90280,7309189985,278279289
1FD0W5HT0FEA84404,7314304371,274613336
1FD0X5HT4JEB53813,7308506909,280324827
1FD8X3G61CEC56743,7312105685,280710565
1FDAF56R28EC00698,7314972388,279159535
1FDAW56R99EA24167,7315996145,268935200
1FDAW57R18EA08459,7307526617,279167512
1FDBF2A68BEC69418,7312715173,272636530
1FDBF3A63CEC63341,7309564356,241814341
1FDBF3A69GEB98078,7305123002,281767710
1FDBW5P88LKA97260,7306686819,277257268
1FDEE3FL9DDB30895,7314245772,272932847
1FDEF36R89EB26047,7313071901,265584794
1FDFE4FP0ADA39703,7315958261,268195230
1FDNE14L37DB26403,7303081755,281585711
1FDRE14W0XHB63641,7303997444,277699901
1FDRF3H65JEC14563,7307738848,280157636
1FDSF31588ED36704,7313241380,227390123
1FDUF4HY7BEB25869,7311679718,258303358
1FDUF5GY6BEA95464,7313504911,276542063
1FDUF5HY4GEA00275,7312742615,276329175
1FDUF5HY7EEB27454,7313591898,281703847
1FDWE35L87DA13626,7316104661,277609884
1FDWF36528EE51566,7313862090,269239353
1FDWF36FXXEA16351,7310781151,272005594
1FDWF3HR0AEB26663,7313241292,216693313
1FDWS6PM2GKA44950,7315066724,276684022
1FDXE4FL4BDA15858,7316853742,265507346
1FDXE4FP2ADA16637,7304352781,265506633
1FDXF47P47EB40956,7315366135,270461241
1FDXF47SX2EC96089,7308843111,275151022
1FM5K7B82DGA02210,7314809371,278083041
1FM5K7B82GGB12288,7316589553,279120244
1FM5K7B88DGB68361,7311796831,280749594
1FM5K7BH3GGA62467,7313557418,275423550
1FM5K7D88HGD45185,7307642701,279764281
1FM5K7DH0HGC65931,7316406547,277711521
1FM5K7DH6GGC08731,7311822802,275158981
1FM5K7F84EGB28290,7314766978,278374910
1FM5K7FH3GGC69838,7307796820,272762744
1FM5K8AR6DGC35880,7301593334,254977021
1FM5K8AR6EGC38084,7306620868,276398852
1FM5K8AR8DGA42341,7301592468,248297925
1FM5K8B80JGC29400,7303778993,277874063
1FM5K8D81DGB24981,7317030861,281490917
1FM5K8D81KGB49067,7309267353,280755438
1FM5K8D84HGD20614,7309203386,278576892
1FM5K8D87DGA15182,7306237997,280171763
1FM5K8D88DGC10336,7314074479,279864743
1FM5K8D89HGC26860,7313038577,277204065
1FM5K8D8XGGC93806,7301628192,270276910
1FM5K8D8XHGD39104,7309360654,279745638
1FM5K8D8XJGB90988,7316191149,266700683
1FM5K8DH5GGA78852,7316380095,252981180
1FM5K8F80KGB48425,7313650183,277466639
1FM5K8F83FGC26234,7303980757,276640867
1FM5K8GT1EGB37019,7316237306,281826439
1FM5K8GT4HGA02122,7311566072,277264236
1FM5K8HC3LGA35037,7316122543,280445311
1FM5K8HT6JGA02899,7315928573,277220774
1FM5K8HT7GGA61954,7311856321,276301049
1FMCU03Z68KE49612,7307917393,245966366
1FMCU04123KD38914,7309324994,281386020
1FMCU0F6XLUB94669,7315919337,281212656
1FMCU0F70GUB06887,7315394296,281020132
1FMCU0F78EUA98731,7314505735,281417124
1FMCU0F7XKUB03326,7311303969,281300788
1FMCU0G66LUA11606,7307149683,270748798
1FMCU0G6XLUA79617,7314313335,262503926
1FMCU0GD4HUA91087,7313762912,280342428
1FMCU0GD5HUD84223,7309314408,274959110
1FMCU0GD8HUD75743,7309275643,277330722
1FMCU0GD9HUC03866,7316377410,277247268
1FMCU0GD9HUD94950,7312969527,280946198
1FMCU0GDXHUA53010,7313777933,279852478
1FMCU0GX0FUB45122,7317002438,278573914
1FMCU0GX1EUA29961,7315474984,278764422
1FMCU0GX8DUC08674,7309760009,280937892
1FMCU0H61LUA35312,7316318767,273486947
1FMCU0H65LUB08648,7316589523,278079484
1FMCU0J9XFUC05238,7308956740,272589555
1FMCU0JD5HUD84179,7315888982,275340739
1FMCU5K30AKD35007,7302572790,264819610
1FMCU93138KE02472,7303249027,278541947
1FMCU93G09KB62173,7306349651,275566845
1FMCU9C77AKC97266,7305833169,245484668
1FMCU9D71CKB47185,7313241273,212248205
1FMCU9DG1AKC63001,7314977896,279433032
1FMCU9DG4BKB69373,7311892318,279968381
1FMCU9DG6AKC51149,7312277765,278450461
1FMCU9G90DUA34329,7316907214,280924544
1FMCU9G90HUD44261,7312291478,250983560
1FMCU9G90KUB83434,7315718056,277940902
1FMCU9G93HUE91223,7305863493,280636136
1FMCU9G93HUF00678,7316164193,276073846
1FMCU9G96HUE14751,7309375430,279816185
1FMCU9G98FUA81126,7314753855,279806551
1FMCU9GD0JUB75725,7316181621,281221782
1FMCU9GD0JUC32764,7309274463,279070403
1FMCU9GD1HUE96392,7316958348,275698307
1FMCU9GD4HUD67644,7310750637,279934082
1FMCU9GD8KUA96420,7309313028,279816179
1FMCU9GX0DUC51233,7316737252,251467566
1FMCU9GX1GUA94090,7305834959,278315915
1FMCU9GX3FUB65031,7313375027,280886605
1FMCU9GX4EUB01692,7314797063,278655134
1FMCU9GX5DUB96102,7316148608,278823154
1FMCU9GX7DUC75805,7313415987,266480024
1FMCU9GX9DUA52648,7313374504,273640773
1FMCU9H60LUB09811,7306907471,277316704
1FMCU9H61LUB68205,7303225940,275124182
1FMCU9H67LUB08297,7309161073,275294362
1FMCU9HD1KUA42911,7307218912,279355834
1FMCU9HX1DUA08089,7313159942,273184333
1FMCU9J90HUD36086,7306121314,278977947
1FMCU9J90LUA58606,7316691610,275333555
1FMCU9J95FUB02751,7315329511,280121675
1FMCU9J96HUC39653,7307207155,279780185
1FMCU9J96KUC24111,7309756657,279691196
1FMCU9J98EUA65760,7315335127,268535364
1FMCU9J99KUA48204,7307116099,245077875
1FMCU9J9XFUC14834,7314457983,267617814
1FMCU9J9XGUC30047,7311681008,277644337
1FMCU9JX4EUC48930,7305424832,281017882
1FMCU9JX9FUC18453,7316227709,268151512
1FMDK02W98GA26625,7308182908,274683347
1FMDK06115GA38410,7302963410,274172952
1FMDK06156GA59357,7306142565,280818168
1FMDU34X9PUD52121,7316336214,268786428
1FMDU75E91ZA00221,7304709902,277894922
1FMEU73E16UB44180,7316314395,276930390
1FMEU75E86UA96612,7309218343,279572918
1FMFK15558LA18000,7304279494,277797576
1FMFU19538LA02141,7315982771,275978598
1FMHK7D8XCGA31768,7303675279,275086708
1FMHK8F84BGA25787,7302335749,267155970
1FMJK1GT1FEF11387,7316260359,278277730
1FMJK1H57DEF27736,7315332696,273846556
1FMJK1HT2KEA07813,7313911890,280962588
1FMJK1HTXHEA32581,7316652301,265338361
1FMJK1JTXKEA27947,7316743006,276868784
1FMJK1K54DEF13558,7315691077,276937188
1FMJK2A5XAEB64702,7312039128,280968456
1FMJK2AT1GEF27332,7306233949,280403774
1FMJK2AT8HEA10188,7304826127,277334827
1FMJU1H55CEF33978,7304703339,276188026
1FMJU1HT2JEA13183,7314990011,281552327
1FMJU1HT6HEA30594,7310921442,281558740
1FMJU1J5XEEF22889,7306864084,272998973
1FMJU1LT9GEF01482,7314979564,280889065
1FMJU2A56BEF29209,7316739757,274145908
1FMJU2AT6GEF56724,7303296890,278415959
1FMJU2AT9KEA00013,7302964385,279953848
1FMNU40L32EA16920,7313376365,249066282
1FMRU15L82LA86725,7303438169,280197566
1FMSK7DH8LGA64435,7316772157,280393134
1FMSK8DH8LGB64900,7311816543,281133130
1FMSU43F6YEC52429,7304250237,279304811
1FMYU04162KC58794,7316139811,276867205
1FMYU93165KA04884,7316315004,276930389
1FT7W2A64GEB85811,7312010748,274160568
1FT7W2B69CEA84112,7303483560,275563360
1FT7W2BT0GEA25980,7308459208,273360969
1FT7W2BT0KEC16680,7315408766,279358467
1FT7W2BT1FEA80341,7316972220,263856871
1FT7W2BT1GEA03826,7311497078,281606489
1FT7W2BT2KEC16681,7316853263,278669266
1FT7W2BT4KED64234,7315347455,278669269
1FT7W2BT5HEC42734,7315507594,279925017
1FT7W2BT6GEA95693,7316581218,278634107
1FT7W2BT6GEB77763,7302819251,277243555
1FT7W2BT7HEC96553,7316321079,281690256
1FT7W2BT8GEA63117,7314045798,277882097
1FT7W2BT9BEB29571,7311566905,279647085
1FT7W2BT9JEC18538,7316892594,279130743
1FT7W2BTXLED58584,7305117521,273745438
1FT7X2B64KED21178,7316635145,225498946
1FT7X2B6XDEA92850,7316385947,281527829
1FT8W2BT4LEC61448,7314320546,266641158
1FT8W3B65EEA94942,7313917832,281173126
1FT8W3BT1KEE75866,7312177970,273285310
1FT8W3BT5CEB05909,7311853028,261763738
1FT8W3BT5HEB43048,7314194189,276538617
1FT8W3BT6HEE66945,7313836089,277829531
1FT8W3BT7FEC61051,7310894334,281120141
1FT8W3DT3LEE61014,7310992039,281293875
1FT8W3DT8EEB15480,7309186913,279411376
1FT8W3DTXCEA47633,7315169848,281833141
1FT8W4DT5CEC22859,7302689114,270781681
1FT8W4DT7GEC96774,7314472006,280531387
1FT8W4DTXCED09138,7310091780,280672054
1FT8W4DTXKEC05117,7315009589,279015048
1FT8X3BT1BEA17533,7314581262,256049408
1FTDF15H4NKA53591,7316775319,278114489
1FTER1EH1LLA49520,7305682366,276741353
1FTER4EH0LLA60039,7315800474,279036894
1FTER4EH4KLA21064,7307317497,278887195
1FTER4EH7KLA70856,7313401269,275074190
1FTER4FH1KLA51217,7306455899,279825865
1FTER4FH1LLA54992,7312290480,275207244
1FTER4FH2KLA31073,7311149843,278772198
1FTER4FH2LLA05347,7307311793,276132094
1FTER4FH6KLA51116,7315320826,276080395
1FTER4FH6LLA56768,7315909562,276283894
1FTER4FHXKLA64452,7312431844,277101316
1FTEW1C52LFA25310,7306621839,279993042
1FTEW1C57LFA24038,7305576825,279244101
1FTEW1C58KFA64241,7303088209,278066052
1FTEW1C80GKD80371,7306711267,281904530
1FTEW1C89HKD16024,7313779121,281460742
1FTEW1CB1JKD95397,7316287216,280575521
1FTEW1CF5HKC92870,7316821458,281515901
1FTEW1CG4GKE05649,7315365633,251670540
1FTEW1CG6HFA76219,7314374870,277328184
1FTEW1CP0HKC63785,7316514261,278510067
1FTEW1CP1LKD43248,7316528009,266568100
1FTEW1CP2HFA51317,7313778360,280172046
1FTEW1CP2KKC65268,7311310782,279718522
1FTEW1CP3KKE92341,7312762523,254109017
1FTEW1CP4JKD22598,7304378638,274467194
1FTEW1CPXHKD32739,7307189198,277975080
1FTEW1CPXLFC62726,7316743126,280188587
1FTEW1E40LFA20465,7304123719,273813672
1FTEW1E46KKE13408,7301613453,279071632
1FTEW1E46LFA21488,7307643264,279010436
1FTEW1E50KFB20475,7313841306,274888844
1FTEW1E50KFC47453,7308198678,279474148
1FTEW1E50KKC29882,7304217088,278344276
1FTEW1E52LFA15275,7314771671,258132222
1FTEW1E52LFB87855,7315009609,281150896
1FTEW1E54JFA38599,7316545495,279933536
1FTEW1E54LFA27721,7313014667,276104753
1FTEW1E57LFA24781,7304057172,279072561
1FTEW1E58JKE57126,7315702220,278046606
1FTEW1E58KKE08235,7314375943,277853528
1FTEW1E84HKC85424,7311097467,281789138
1FTEW1EB0JFA72612,7313825223,279724650
1FTEW1EB1KKD15787,7315984699,281075832
